sl,text,type,source,category,label
45,"A wideband quadruple-differentially-fed (eight port) aperture-coupled stacked patch antenna (ACSPA) is presented in this paper. The proposed feeding configuration allows combining eight driving signals through four offset apertures coupled to a stacked patch antenna. Compared to conventional power combining approaches based on lossy power-combiners, either implemented at the printed circuit board (PCB) or the monolithic microwave integrated circuit (MMIC) level, the proposed on-antenna power combining (OAPC) structure improves the efficiency, the transmitted power, as well as the heat dissipation. Furthermore, a wideband operation is achieved implementing resonant apertures in addition to the stacked patch antenna structure. As a proof of concept, a demonstrator of the quadruple-differentially-fed ACSPA operating at X-band was designed and fabricated. Simulation and measurement results validate this novel on-antenna power combining technic as well as its wideband characteristic (36%).",Scientific Abstract,https://ieeexplore.ieee.org/document/9924490,HWT,0
46,"This work presents a 1x4 dielectric image line phased array at W-band. It incorporates liquid crystal phase shifters, which are controlled by bias electrodes directly placed on the phase shifters without causing severe radiation loss. Power divider, phase shifters and antenna elements are all built in the dielectric image line topology, enabling a flat integrable component. The demonstrator has a beam scanning range of ±10◦, while keeping a high gain of 17 to 18 dBi, and a side-lobe level of -7.5 dB at 95 GHz. A significant reduction of bias voltage and in switch-on response time of the phase shifters by more than 90% compared to state-of-the-art dielectric liquid crystal phase shifters is achieved.",Scientific Abstract,https://ieeexplore.ieee.org/document/9924490,HWT,0
47,"For precise on-wafer measurement of active microwave devices in a microstrip or coplanar environment, the 16-term error model with reflection and transmission self-calibration is used in a novel combination with four leaky two-port reflection standards for crosstalk calibration. The lack of analytical formulae for calculation of the error terms with leaky standards is solved by an optimizer-based approach, which allows the choice of calibration method (e.g. TRL, LRM, LRRM) by defining the unknown calibration standards as optimization parameters. The crosstalks of the reflection and Load standards are obtained from EM structure simulation. An improved microstrip load is realized, which enables LR(R)M instead of TR(R)L calibrations up to at least 120 GHz. A measurement of a GaN HEMT with and without crosstalk calibration proves its strong effect on gain and stability factor.",Scientific Abstract,https://ieeexplore.ieee.org/document/9924490,HWT,0
48,"This paper presents a measurement method capable of characterizing the impact of sintering on the achieved electrical conductivity of nano silver inks. Therefore, a measurement setup at relatively low frequencies was chosen so that the electromagnetic (EM) field completely penetrates the conductive region. Thus, the transmission, which is highly influenced by conductivity variations of the material under test, can be measured. Even small variations due to different sintering temperatures are measurable in this way. A model describing the transmission of the EM field through the material sample, including a carrier layer of polyimide, was set up, which allows for inferring the conductivity of the sample. As samples, sputtered copper layers are examined, as well as nano silver inks sintered at different temperatures and with different sintering methods.",Scientific Abstract,https://ieeexplore.ieee.org/document/9924490,HWT,0
49,"Photocatalytic water treatment can be promising for eliminating toxic pollutants via a more sustainable approach using renewable sources. However, the technique still requires materials design to optimize/maximize the performance of the photocatalytic materials. Immobilizing the thin film photocatalytic materials onto high surface area textile substrates via atomic layer deposition (ALD) can offer a practical design approach. Al-doped ZnO (AZO) ALD films are deposited onto glass fabric substrates, and their photocatalytic performances were investigated in relation to the FESEM, XRD, XPS, UV–Vis, and PL characterizations. The amount of Al and the post-deposition annealing changed the materials structure, thus the photocatalytic activity of the films. Maximum performance was achieved with the 20 % Al-doped ZnO films after a post-deposition thermal annealing step at 450 °C. The sample also showed the highest UV–Vis absorption and PL emission among the samples. However, this sample didn’t show any crystal peaks in the XRD analysis. Furthermore, the charge carrier concentrations and the mobility of the films were investigated via Hall-Effect, which showed that the 20 % AZO sample has very different features with a p-type nature compared to the other AZO films.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S1010603024004593,HWT,0
50,"Polyethylene glycol (PEG)-coated magnetite nanoparticles are highly valued in research for their exceptional surface properties and high colloidal stability, which are crucial for applications like magnetic resonance imaging, hyperthermia, and targeted drug delivery. Among these, magnetic hyperthermia using magnetite nanoparticles has become a focal point of research due to its non-invasive therapeutic strategy. However, the fabrication of size-controlled, surface-functionalised magnetite nanoparticles with better magnetic properties and suitable high specific absorption rates (SAR) within the therapeutic limit remains a challenge. To address this, we investigated the impact of PEG coating (0–14 wt%) on the structural, surface, magnetic, and thermal properties of magnetite nanoparticles for potential use in magnetic hyperthermia applications prepared via the co-precipitation route. Results indicate that PEG coating can enhance colloidal stability and induction heating performance of magnetite nanoparticles. We synthesised polyethylene glycol-coated Fe3O4 nanoparticles and characterised their physical and magnetic properties using X-ray diffraction, Fourier Transform Infrared Spectroscopy, High-Resolution Transmission Electron Microscopy, and Vibrating Sample Magnetometry. Our results on zeta potential show that a polymer coating on Fe3O4 nanoparticles improves the stability. The 14 wt% PEG-coated magnetite exemplified a better induction heating with a SAR of 21.59 W/g having particle size of 12 nm and a zeta potential of −19.10 mV. These findings portray the PEG-coated magnetite nanoparticles can be used as a potential candidate for magnetic hyperthermia therapy.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2666845925002399,HWT,0
51,"Hydrostatically formed photogranules (HSPs) are spontaneously formed algal-bacterial aggregates, wherein sticky polysaccharides (PS) intertwine with the microbial moiety to form cohesive structures. However, the mechanism of algal-bacterial self-immobilization for spherical granules remains unclear. Herein, we elucidated cyanobacterial-bacterial interactions by applying multi-omics analysis to reveal the self-aggregation mechanism of HSPs. Under optimal conditions, mature HSPs were formed within 30 days with the success rate of cultivation exceeding 90 %. During the phototrophic bloom and granulation phases, PS secretion was significantly correlated with the levels of c-di-GMP (p < 0.01). Notably, alginate (24.43 % ± 4.23 %) was the most abundant metabolite among the PS compositions, and the cross-feeding between filamentous cyanobacteria (FC) and symbiotic bacteria for alginate constituted the core of intercellular relationships in HSPs. FC secreted c-di-GMP via a Wsp chemosensory-like system and promoted the alginate production. Acidobacteriota-affiliated bacteria exhibited expression of gene algl (4.47 %) to utilize alginate, contributing to PS polymerization and a tight assembly of FC and bacteria. In return, bacteria provided growth factors and facilitated public-goods (vitamins and cofactors) exchanges with FC. Overall, the metabolic characterizations advanced the photogranulation mechanism from the aspect of cross-feeding mediated by c-di-GMP, highlighting the significant role of PS in the growth progressions of HSPs.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S1385894725103197,HWT,0
52,"Electrochemical sensors are fast, sensitive and highly specific, showing great potential in the early diagnosis and treatment monitoring of diseases. In recent years, with the continuous development of nanotechnology, biomaterials science and microelectronics technology, the performance of electrochemical sensors has been significantly improved. This study detected protein biomarkers related to non-small cell lung cancer through electrochemical sensor technology, constructed a multi-protein biomarker network, and analyzed their roles in tumor progression and treatment. The study integrated multiple transcriptome datasets of non-small cell lung cancer and utilized the Perl and R/Bioconductor frameworks for data standardization and batch effect correction. Differentially expressed genes are screened through linear models, and feature selection and prediction model construction are carried out by using machine learning algorithms such as LASSO regression, support vector machine (SVM), and random forest (RF). Research has found that by detecting these biomarkers through electrochemical sensors, early diagnosis and precise treatment monitoring of non-small cell lung cancer can be achieved. The constructed multi-protein biomarker network has revealed key signaling pathways in tumor progression and treatment, providing a theoretical basis for the development of new therapeutic strategies. Therefore, electrochemical sensors have significant application prospects in the medical testing of non-small cell lung cancer. Its high sensitivity and specificity enable it to effectively detect disease-related biomarkers, providing strong support for early diagnosis and treatment monitoring. Future research requires further optimization of the design and fabrication process of electrochemical sensors to enhance their performance and reliability, so as to meet the demands of clinical testing.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S0026265X25030528,HWT,0
53,"Mentalizing—the ability to understand and attribute mental states to others—relies on effective self-regulation and social-cognitive processing, both of which may be shaped by cardiac autonomic responses. While prior research has primarily emphasized the role of cardiac parasympathetic (PSNS) activity in social cognition, the contribution of cardiac sympathetic (SNS) activity and its dynamic interaction with PSNS remains underexplored. This study simultaneously investigated resting and task-related cardiac sympathetic-parasympathetic activity and reactivity to examine the associations with mentalizing performance in healthy young adults (N = 120). Resting heart rate variability and systolic time intervals were used to index cardiac PSNS and SNS activity, respectively, with phasic reactivity calculated as percentage change scores during mentalizing performance. Hierarchical regression analyses showed that higher cardiac PSNS activity and lower cardiac SNS activity at rest jointly predicted better mentalizing performance. Importantly, reduced cardiac SNS reactivity—but not cardiac PSNS reactivity—was a stronger predictor of mentalizing performance, and further mediated the relationship between resting cardiac autonomic activity and mentalizing performance. These findings highlighted the importance of cardiac SNS control, alongside cardiac PSNS control, in supporting socio-cognitive processing. This study suggested the understanding of efficient regulation to physiological arousal and advocated for an integrative cardiac psychophysiological model of social cognition that incorporates both cardiac sympathetic-parasympathetic branches.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S016787602500786X,HWT,0
54,"Acute lung injury (ALI) is a life-threatening pulmonary disorder characterized by diffuse alveolar damage and an intense inflammatory response, leading to respiratory distress and hypoxemia. Early detection and intervention are imperative to prevent further deterioration of the condition. This study proposes a prediction framework for ALI prediction based on the integration of kernel extreme learning machine (KELM) with a multi-strategy enhanced particle swarm optimization (PSO) algorithm (TSPSO). TSPSO improves global search capability by incorporating advanced strategies into PSO, outperforming several PSO variants and rivaling top-tier algorithms such as LSHADE_cnEpSi on the IEEE CEC 2017 benchmark. Based on hematological data from a controlled murine ALI model, the developed bTSPSO-KELM achieves high predictive performance, with an accuracy of 91.43 %, sensitivity of 96.82 %, specificity of 82.49 %, precision of 90.40 %, Matthews correlation coefficient of 81.80 %, and an F-measure of 93.43 %. Notably, the method identifies hemoglobin, hematocrit, mean platelet volume, and lymphocyte percentage as key predictive features. In summary, this approach offers a robust and effective tool for enhancing ALI prediction accuracy and evaluating ALI in mice.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S1568494625008038,HWT,0
55,"The failure of shallow neural network architectures in replicating human intelligence led the machine learning community to focus on deep learning, to computationally match human intelligence. The wide availability of increasing computing power coupled with the development of more efficient training algorithms have allowed the implementation of deep learning principles in a manner and span that had not been previously possible. This has led to the inception of deep architectures that capitalize on recent advances in artificial intelligence and insights from cognitive neuroscience to provide better learning solutions. In this paper, we discuss two such algorithms that represent different approaches to deep learning with varied levels of maturity. The more mature but less biologically inspired Deep Belief Network (DBN) and the more biologically grounded Cortical Algorithms (CA) are first introduced to give readers a bird’s eye view of the higher-level concepts that make up these algorithms, as well as some of their technical underpinnings and applications. Their theoretical computational complexity is then derived before comparing their empirical performance on some publicly available classification datasets. Multiple network architectures were compared and showed that CA outperformed DBN on most datasets, with the best network architecture consisting of six hidden layers.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2210832717300947,HWT,0
56,"Surface with extreme wettability prepared by laser-chemical composite process has been widely used in the fields of anti-icing, self-cleaning, oil/water separation and biological detection. However, it was difficult to accurately predict whether a group of surfaces possessed extreme wettability based on the traditional physical models due to the complex coupling between the influencing factors of superwetting surface including structure and chemistry. In this study, a set of surface morphology descriptors in micro/nano scale and surface chemistry descriptors in molecular-scale were designed as the inputs for the establishment of a machine learning (ML)-based prediction model in terms of surface wettability. The XGBoost model was utilized due to its superior performance and the parameters of the model were optimized. The SHapley Additive exPlanations (SHAP) method was used to obtain the most relevant features of the surface wetting characteristics. The contact angle of the newly prepared superwetting surface was predicted. By experimental validation, the results showed that the Root Mean Square Error (RMSE) and Mean Absolute Error (MAE) values of the XGBoost model on the validation set were 6.55 and 4.61°, respectively. In addition, the R2 value of the prediction results reached 0.99, indicating that the model was able to adequately capture the connection between the selected features and surface wettability. This proved that the proposed ML model exhibited excellent generalization ability and could perform well on new data sets, even though these data were obtained from different treatment methods. In addition, the experimental data required by this method can be easily obtained, and thus the subsequent data set can be quickly supplemented. Therefore, it could provide good reference and guidance for the design and fabrication of different types of superwetting surfaces.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S1526612525008618,HWT,0
57,"Analyzing and optimizing the melting process by applying external forces and adjusting the geometry and material composition offers significant advantages for various industrial applications, including energy storage systems, thermal management components, and casting processes. This study focuses on the enhancement of the melting process in a latent heat thermal energy storage system (LHTES) by applying both passive and active techniques. The LHTES chamber containing nanoparticle enhanced phase change material (NEPCM) is partitioned into several sections (1, 2, 4, 6, and 8). Furthermore, a cylindrical permanent magnet is used to manipulate the magnetic nanoparticles motion in the liquified PCM. It is shown that increasing the number of partitions improves the heat transfer and melting by intensifying the natural convection and increasing melting fronts and the interface between solid and liquid phases. Moreover, applying the magnetic field further accelerates the melting by enhancing flow circulation within the NEPCM, particularly around the heated surfaces. Results also indicate that the total melting time is reduced as the magnetic field intensity increases, demonstrating the synergistic effect of chamber partitioning and magnetic field application in optimizing LHTES performance. At the highest magnetic field intensity considered, the total melting times for 1-, 2-, 4-, 6-, and 8-chamber configurations are 900 s, 565 s, 445 s, 382.5 s, and 310.5 s, respectively. Furthermore, relative to the 1-chamber case without an external magnetic field (melting time: 994 s), the 8-chamber configuration reduces the melting time by 53.93 % (to 458 s) in the absence of a magnetic field and by 68.77 % (to 310.5 s) when a magnetic field of 1.38e5 A/m is applied.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S135943112503354X,HWT,0
58,"Photovoltaic (PV) panels are commonly used for solar energy conversion; however, the performance of PV panels decreases significantly because of overheating. This study presents a new method of PV cooling that uses twisted tape in water-cooled channels to enhance heat transfer. A computational study was performed to analyse how several parameters influence the twisted tape pitch, single and double V-cut depths (7.5 mm), and the cross-sectional shape of channels (rectangular and circular) on the performance of a solar PV under various flow rates (Reynolds number of 50–300) and radiation intensities while starting from a coolant temperature of 20 °C. It was found that the use of the twisted tape reduced the cell temperature from 31.70 °C to 27.83 °C, and electrical efficiency increased from 11.68 % to 11.84 %. The optimized design reduced the cell’s temperature by 4.823 °C compared to the smooth channel.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2090447925005933,HWT,0
59,"Water hydraulic manipulators are becoming indispensable heavy-duty tools in nuclear facilities due to their zero-pollution advantage. Due to the limited reliability and lifespan of hydraulic valves using water as the working medium, water hydraulic high-speed on-off valves (WHSVs), capable of delivering discrete flow rates, are commonly employed as control components for water hydraulic manipulators. However, low-frequency flow output of the WHSV can cause vibrations in the manipulator joint and even damage the structure. To improve the operating frequency of the WHSV and enhance the stability of the manipulator, a multistage voltage and sliding mode control (MVSMC) algorithm is proposed to regulate WHSV operation. The sliding mode controller is employed to control the pre-opening current and holding current of the WHSV, which significantly reduces the switching time and increases the maximum switching frequency (MSF) of the WHSV. The dynamic characteristics and MSF of the WHSV driven by double-voltage control (DVC) and MVSMC are measured. Compared to DVC, the opening time of the WHSV driven by MVSMC is reduced by 46.5 %, and the closing time is reduced by 24.6 %. The WHSV driven by MVSMC achieves an MSF of 253 Hz, which is 25.9 % higher than that achieved with the DVC method. An experimental platform with a WHSV-controlled cylinder is constructed to test the manipulator joint. Experimental results demonstrate that MVSMC reduces the vibration amplitude of the manipulator joint by 15.9 % and improves system stability. The proposed MVSMC provides an effective control approach to achieve high-frequency operation in water hydraulic manipulators.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S0955598625002687,HWT,0
60,"This study proposes a two-phase framework for the smart management of Water Distribution Networks (WDNs). In the first phase, daily water demand in Najaf Abad, Isfahan, Iran, is predicted using Multi-Layer Perceptron (MLP), Support Vector Regression (SVR), Random Forest (RF), Gated Recurrent Unit (GRU), and Long Short-Term Memory (LSTM) models. Unlike previous studies focusing mainly on climatic factors, this research improves accuracy by integrating social and cultural features derived from the Persian calendar, including a day index and holiday continuity, to reflect demand patterns during official and religious holidays as the first novelty. The second phase optimizes pump operation through a Mixed-Integer Non-Linear Programming (MINLP) model to minimize energy, repair, and maintenance costs. The optimization incorporates predicted demand, seasonal energy tariffs, water elevation, and pump switching intervals. This framework can provide global or operator-preferred local solutions as the second novelty and can be implemented in real time using existing telemetry systems without extra costs. Finally, the obtained results highlight LSTM achieved the greatest improvement in MSE (72.1%), while RF performed best in R2 (16%) and PCC (7.6%). Application during hot and cold periods reduced pumping energy costs by up to 9.7% (from $46.3 to $41.8) and 15.8% (from $36.6 to $30.8), and reduced pump switches by 64.9% (from 74 times to 26 times) and 75.7% (from 90 times to 22 times), respectively. Using TOPSIS, optimal pumping intervals of 12, 8, and 6 h were identified. The framework offers an efficient and practical solution for improving WDN performance.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2090447925005751,HWT,0
61,"Types in current programming languages specify constant sets of messages always acceptable throughout the lifetime of the types’ instances. However, especially in concurrent object-oriented systems, the acceptability of messages often changes with the objects’ states. We propose a typed concurrent object calculus where static type checking ensures that users send only acceptable messages although message acceptability may change dynamically. The programmer specifies in types predictable state changes and dependences of message acceptance on states; a compiler infers the needed state information. This state inference has polynomial time complexity and can be used together with subtyping.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S0096055101000194,HWT,0
62,"The last decade has seen the advent of the agent paradigm as a reference model in several fields of research, mainly but not limited to artificial intelligence and distributed systems. In open and distributed environments, where most facts are not known at all, the agent metaphor proves particularly useful if agents are able to autonomously perform some form of reasoning, possibly obviating knowledge incompleteness by means of hypotheses assumed on the unknown facts. A suitable mechanism to deal with incomplete and multiple knowledge is abductive reasoning.
The aim of this paper is to describe LAILA, a language that can be used by logic-based agents capable of abductive reasoning, by enabling them to express at a high level several ways to join and coordinate with one another. In particular, we considered collaboration and competition as possible interaction patterns in the abductive reasoning that must be carried out by multiple agents. Syntax and operational semantics of the LAILA language are given along with a clarifying example; a section is also devoted to a brief description of the current LAILA implementation.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S0096055101000200,HWT,0
63,"In this paper we describe languages for formalizing, visualizing and verifying software architectures. This helps us in solving two related problems: (1) the reconstruction of architectures of existing systems, and (2) the definition and verification of architectures of new systems. We define an expression language for formulating architectural rules, a graph language for visualizing various structures of design, and a dialogue language for interactively exercising the former two languages. We have applied these languages in a number of industrial cases.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S0096055101000133,HWT,0
64,"Industry is facing a crisis in the design of complex hardware/software systems. Due to the increasing complexity, the gap between the generation of a product idea and the realisation of a working system is expanding rapidly. To manage complexity and to shorten design cycles, industry is forced to look at system-level languages towards specification and design. The (formal) system-level modelling language called POOSL is very expressive and is able to model dynamic hard real-time behaviour and to (visually) capture static (architecture and topology) structure in an object-oriented fashion. The language integrates a process part, based on the process algebra CCS, with a data part, based on the concepts of traditional object-oriented programming languages and it is equipped with a formal semantics. Currently, a number of automated software tools (model editing, simulator and compiler tools) are available in an environment called SHESim. These tools allow visual entry of structure and topology of the system, whereas dynamic behaviour of individual processes is expressed in an expressive imperative language. The formal semantics of POOSL provides a solid basis for the application of verification and performance analysis techniques and establishing a rigorous connection to existing analysis tools.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S0096055101000145,HWT,0
65,"Graphical representations of business process models are an important means for business architects to grasp the inherent complexity of business processes. This paper reports on the visualisation features of AMBER, the graphical and formal business process language of the Testbed project, and Testbed Studio, its toolkit. Visualisation features fulfill explicit requirements, which are based on an investigation of a business architect's main activities. The paper presents the three main visualisation areas in Testbed: (1) the graphical representation of the language itself, (2) representation conventions, and (3) a set of business process views.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S0096055101000157,HWT,0
66,"Within this survey article, we explain real-time symbolic timing diagrams and the ICOS tool-box supporting timing-diagram-based requirements capture and rapid prototyping. Real-time symbolic timing diagrams are a full-fledged metric-time temporal logic, but with a graphical syntax reminiscent of the informal timing diagrams widely used in electrical engineering. ICOS integrates a variety of tools, ranging from graphical specification editors over tautology checking and counterexample generation to code generators emitting C or VHDL, thus bridging the gap from formal specification to rapid prototype generation.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S0096055101000170,HWT,0
67,"Procedure cloning is an interprocedural transformation where the compiler creates specialized copies of procedure bodies. The compiler divides incoming calls between the original procedure and its copies. By carefully partitioning the calls, the compiler ensures that each clone inherits an environment that allows for better code optimization.
This paper presents a three-phase algorithm for deciding when to clone a procedure. The algorithm seeks to avoid unnecessary code growth by considering how the information exposed by cloning will be used during optimization. We present a set of assumptions that bound both the algorithm's running time and code expansion.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/009605519390005L,HWT,0
68,"As global environmental concerns grow, corporate environmental, social, and governance (ESG) performance has become an essential indicator for measuring organizational value and sustainability. Considering the inherent complexity of ESG measurement, this study focuses on ESG ratings. Leveraging a decade-long dataset (2012–2021) from the A-share listed firms in China, this study empirically examines the impact of ESG on executive compensation (EC) and the mechanism by which firms’ financial performance plays a role between the two. By employing robust empirical methodologies, we elucidate how financial performance mediates this relationship and offer novel insights into the strategic alignment of sustainability initiatives with organizational reward systems. We find that ESG performance significantly affects EC levels. Specifically, ESG performance can improve EC levels by improving corporate financial performance. Heterogeneity analysis shows that executive salary levels are more affected by ESG performance in businesses with high pollution levels and those where the general manager and board chairperson do not hold concurrent positions. The empirical results demonstrate that integrating sustainability criteria into executive incentive structures and prioritizing robust ESG practices can generate measurable improvements in financial outcomes. Critically, organizational strategies must account for sector-specific environmental impact thresholds and intrinsic variations in corporate governance architecture. This study broadens ESG performance research, provides valuable guidance for establishing corporate ESG compensation, and motivates executives to actively improve corporate ESG performance and thereby achieve sustainable growth.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2666764925000293,HWT,0
69,"The accurate prediction of hot-spot commodities in the retail market is crucial for inventory management and market strategy formulation. Traditional methods focus on analyzing the sales trends of listed commodities to mine hot-spot commodities; however, these methods are incapable of dealing with new commodities that lack historical sales data. Although existing studies have used commodity features to predict hot-spot commodities, commodity features are complex and diverse, and it is difficult for a single prediction model to fully capture and accurately analyze the relationship between commodity features and sales hot-spots. This study proposes a commodity hot-spot classification prediction method based on an ensemble learning model that combines multiple machine learning methods, namely the gradient boosting decision tree, eXtreme gradient boosting, and light gradient-boosting machine, to analyze the relationship between commodity features and retail market sales trends. In addition, a voting strategy is designed to fuse the model classification results. The experimental results show that the accuracy of the ensemble model is as high as 0.91, outperforming a single model and other approaches. This method can effectively help enterprises to identify hot-spot commodities and provide strong support for new commodity designs and sales strategy adjustments.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2666764925000098,HWT,0
70,"The exponential escalation of cyber threats and attacks targeting Internet of Things (IoT) devices in this decade necessitates the development of effective intrusion detection methods. This paper presents an innovative anomaly-based intrusion detection system that leverages machine learning (ML) and deep learning (DL) models to secure IoT networks. This study utilizes the RT_IoT2022 dataset, a novel dataset that captures complex IoT attack scenarios. The study implements particle swarm optimization (PSO), a bio-inspired metaheuristic, for feature selection and optimization, successfully reducing computational overhead while enhancing model performance. Several models, including the support vector machine, k-nearest neighbors, categorical boosting (CatBoost), naïve Bayes, convolutional neural network, and long short-term memory, have been evaluated for their ability to classify normal and malicious attacks. Our findings underscore the crucial roles of ML and DL in safeguarding IoT networks and the importance of continuous model evaluation using real-world data. Experiments demonstrate that CatBoost combined with PSO outperforms state-of-the-art methods in the literature on the same dataset across all metrics.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2666764925000165,HWT,0
71,"The application of machine learning in the healthcare domain has groundbreaking potential across a wide range of scenarios. However, this potential is often stalled by data-related challenges, such as the imbalanced nature of the domain's data, where critical outcomes tend to be inherently rare. To address this challenge, we propose a novel oversampling approach, the counterfactual synthetic minority oversampling technique (Counterfactual SMOTE), which combines SMOTE with a counterfactual generation framework. Our method intrinsically performs an oversampling process near the decision boundary within a safe region of space, allowing for the generation of informative but non-noisy minority samples. To validate the proposed framework, a rigorous experimental procedure was conducted across a set of highly imbalanced binary classification challenges in healthcare. The results demonstrate the superiority of the proposed method over several of the most commonly used oversampling alternatives presented in the literature. Notably, Counterfactual SMOTE was the only method to present a convincingly superior performance when compared with the original SMOTE. Although the proposed method was specifically validated in the healthcare domain, owing to its relevance and frequently imbalanced nature, we expect the findings of this study to be generalizable to any imbalanced scenario.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2666764925000062,HWT,0
72,"All previous methods identify cycles in COVID-19 daily and weekly data based on a subjective interpretation of the results. This poses difficulties for researchers interested in conducting comprehensive studies to investigate the presence of cycles in country/territory/area (CTA). Hence, we propose an algorithm that automatically detects the fundamental period T0 and its harmonics. Based on previous literature, we used T0 ​= ​7 days for daily data and T0 ​= ​52 weeks for weekly data. The new algorithm was applied to the time series from 236 CTAs collected by the WHO. The detection results are reported by considering the WHO region to which the CTA belongs or the latitudinal position of the CTA capital. Our results confirm the findings of other researchers in WHO and latitude-based groups. Concurrently, the results provide new information about CTAs for which COVID-19 time-series data have not been carefully examined.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2666764925000086,HWT,0
73,"The construction and maintenance of roadway infrastructure contribute positively to social and economic development and improve traffic safety. However, roadway work zones (WZs) present safety issues for construction workers and travelers, and adversely affect vehicular movement. By collecting and analyzing Twitter data (currently “X” threads), this study aims to explore public perceptions regarding WZs and identify factors that influence crashes and public experience at WZs. In this study, we employed several machine learning methods to classify WZ tweets and performed exploratory, sentiment, and emotional analyses of the classified tweets. We then verified our Twitter-related research outcomes using police crash reports. Sentiment and emotion analysis using classified tweets (with a 92% classification accuracy and 0.68 F1-score) showed somewhat negative emotions towards roadway WZs and onsite physical elements. However, the overall sentiment and emotion scores support the positive outcomes of WZ activities. We also found a strong temporal relationship between WZ-related tweets and fatalities. A cross-analysis of tweets and crash reports revealed that certain physical elements (e.g., signs, barriers, barrels, closures, and workers) are strongly associated with severe crashes at WZs. The results of this study may help policymakers to make appropriate policy decisions to improve driving experience and reduce WZ-related traffic accidents.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2666764925000189,HWT,0
74,"The inherent class imbalance within textual data poses a significant challenge for machine learning-based techniques, as the available data often fails to adequately represent all classes. This scarcity of instances can make it even more challenging when there are overlapping regions within different classes. To address these limitations, this study introduces a refinement model for textual data classification with imbalanced datasets. The proposed approach, refined classification using overlap data with bagging and genetic algorithms (ReCO-BGA), aims to refine the classification predictions by creating a two-tier classification process. First, a bagging model is employed, incorporating three distinct classes: majority, minority, and an additional extracted class specifically for overlapping instances. Second, we propose to rectify the predicted overlap instances using a genetic-based oversampling technique. To evaluate the performance of ReCO-BGA, we conducted several experiments, focusing on two practical use cases: hate speech detection and sentiment analysis. The results demonstrated the effectiveness of the proposed method and showed that it outperforms state-of-the-art methods.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2666764925000177,HWT,0
75,"In recent years, rising geopolitical tensions, trade protectionism, and demand for safe-haven assets have driven a notable surge in financial market volatility, exposing the limitations of both traditional static and prediction-driven investment strategies. Existing reinforcement learning (RL) studies typically adopt fixed-reward designs, which limit their adaptability in non-stationary markets. To address this gap, this paper proposes a RL framework, VMD-PPO, that integrates variational mode decomposition (VMD) with proximal policy optimization (PPO). The framework leverages VMD to extract multi-scale market signals, employs PPO to optimize trading policies, and introduces a market-state-adaptive reward mechanism that dynamically balances return, risk, and transaction costs, overcoming the rigidity of static rewards in prior research. An empirical study centered on portfolio construction demonstrates that the VMD-PPO framework achieves superior performance across key metrics, including returns, maximum drawdown (MDD), and risk-adjusted returns, while consistently exhibiting strong robustness under various market trends. Unlike prior research, which primarily focuses on prediction accuracy, this study emphasizes adaptability and deployability, providing both a foundation and a practical pathway for applying RL to highly volatile financial assets.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2666764926000081,HWT,0
